name,distance,stellar_magnitude,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,size_score,star_planet_interaction,orbital_radius_bin,habitable_zone,planet_surface_temperature,atmospheric_pressure,biosignature_potential,radiation_exposure,approximated_mass,approximated_radius,planet_gravity,climate_stability,possibility_of_moon,planetary_composition_hypothesis,atmospheric_density,normalized_orbital_radius,energy_receipt_score,planetary_energy_receipt,combined_planetary_composition_hypothesis
Kepler-1654 b,1853.0,13.497,2018,0.5,1.898e+27,0.819,71492.0,2.026,2.9,0.26,Transit,0.4095,27.344922,>2,No,Cold,Low,Low,Low,9.49e+26,58551.948,18474373.425471857,Low,High,Unknown,Medium,0.9997306686404132,1.2883812699482005,Moderately Low,Jungle World
Kepler-1655 b,696.0,11.045,2018,5.0,5.972e+24,2.213,6371.0,0.103,0.032580424,0.0,Transit,11.065,1.137635,<0.5,No,Hot,Unknown,Medium,Low,2.9860000000000004e+25,14099.023,10025313.625352671,Low,Low,Unknown,Unknown,0.9999868638345591,1.232576374100232,Low,Titanium World
Kepler-1656 b,606.0,11.64,2018,0.15,1.898e+27,0.448,71492.0,0.1974,0.08651608,0.84,Transit,0.0672,2.297736,<0.5,No,Temperate,Low,Medium,Low,2.847e+26,32028.416,18522634.11776984,Low,High,Unknown,Medium,0.9999742872218044,1.2461675287966365,Low,Mirror World
Kepler-1656 c,606.0,11.64,2022,0.4,1.898e+27,1.25,71492.0,3.053,5.3,0.53,Radial Velocity,0.5,35.53692,>2,No,Cold,Low,Medium,Low,7.591999999999999e+26,89365.0,6344647.266940379,Low,Medium,Unknown,Low,0.9995938446859736,1.2457870862608054,Low,Methane World
Kepler-1658 b,2571.0,11.62,2019,5.88,1.898e+27,1.07,71492.0,0.0544,0.010403832,0.06,Transit,6.2916,0.6321279999999999,<0.5,No,Temperate,Low,Medium,Medium,1.116024e+28,76496.44,127285017.8291002,Unknown,High,Unknown,Medium,0.9999933386584986,1.2457293119540311,Low,Iron World
Kepler-165 b,1830.0,15.05,2014,5.99,5.972e+24,0.207,71492.0,0.072,0.022450376,0.0,Transit,1.23993,1.0836,<0.5,No,Hot,Unknown,Medium,High,3.577228e+25,14798.844,10901273.594099568,Low,Low,Unknown,Unknown,0.99999099386629,1.324148477061681,Somewhat High,Rocky
Kepler-165 c,1830.0,15.05,2014,5.6,5.972e+24,2.23,6371.0,0.11,0.041889116,0.0,Transit,12.488,1.6555000000000002,<0.5,No,Hot,Unknown,Medium,Low,3.34432e+25,14207.33,11057809.20263214,Low,Low,Unknown,Unknown,0.999985931246749,1.3241434144421398,Somewhat High,Methane World
Kepler-1661 b,1339.0,14.357,2020,17.0,5.972e+24,0.345,71492.0,0.633,0.47939768,0.06,Transit,5.864999999999999,9.087981,0.5-1,No,Hot,Unknown,Medium,Low,1.01524e+26,24664.74,11137862.169597551,Low,Medium,Unknown,Unknown,0.9999162536146438,1.308229390932308,Moderately High,Canyon World
Kepler-1663 b,1102.0,16.069,2020,10.9,5.972e+24,0.295,71492.0,0.1072,0.048186176,0.0,Transit,3.2155,1.7225968,<0.5,No,Hot,Unknown,Medium,Low,6.5094800000000005e+25,21090.14,9767278.562702538,Low,Medium,Unknown,Unknown,0.999986304281873,1.3474416063075714,Extremely High,Lava World
Kepler-1664 b,2044.0,13.621,2020,9.45,5.972e+24,0.271,71492.0,0.1137,0.03942505,0.0,Transit,2.56095,1.5487077,<0.5,No,Hot,Unknown,Medium,Low,5.64354e+25,19374.332,10034236.544227572,Low,Medium,Unknown,Unknown,0.9999854383074778,1.2914711029469217,Moderately Low,Rocky
Kepler-1665 b,1094.0,13.737,2020,8.44,5.972e+24,0.253,71492.0,0.1006,0.03285421,0.0,Transit,2.13532,1.3819422,<0.5,No,Hot,Unknown,Medium,High,5.040368e+25,18087.476,10282353.067606105,Low,Medium,Unknown,Unknown,0.9999871835789512,1.294125004238332,Moderate,Rocky
Kepler-1666 b,4500.0,15.104,2020,8.66,5.972e+24,0.257,71492.0,0.1761,0.07063655,0.0,Transit,2.22562,2.6598144,<0.5,No,Hot,Unknown,Medium,Low,5.171752e+25,18373.444,10224515.869605526,Low,Medium,Unknown,Unknown,0.999977124953284,1.3253692325027833,Somewhat High,Plateau World
Kepler-1666 c,4500.0,15.104,2020,10.5,5.972e+24,0.289,71492.0,0.2383,0.111430526,0.0,Transit,3.0345,3.5992832,<0.5,No,Hot,Unknown,Medium,Low,6.2706000000000005e+25,20661.188,9803580.550528444,Low,Medium,Unknown,Unknown,0.9999688382444564,1.3253609457939557,Somewhat High,Rocky
Kepler-1667 b,2045.0,13.52,2020,9.19,5.972e+24,0.266,71492.0,0.4256,0.22888432,0.0,Transit,2.44454,5.754111999999999,<0.5,No,Hot,Unknown,Medium,Low,5.488268e+25,19016.872,10128458.339951256,Low,Medium,Unknown,Unknown,0.9999438848591916,1.2891203446881734,Moderately Low,Rocky
Kepler-1668 b,4357.0,15.792,2020,17.4,5.972e+24,0.388,71492.0,0.124,0.042162903,0.0,Transit,6.7512,1.958208,<0.5,No,Hot,Unknown,Medium,Low,1.039128e+26,27738.896,9013156.356247015,Low,Medium,Unknown,Unknown,0.9999840660711286,1.3411062024285294,Extremely High,Lava World
Kepler-1669 b,1773.0,16.473,2020,8.15,5.972e+24,0.248,71492.0,0.0745,0.026009582,0.0,Transit,2.0212,1.2272385,<0.5,No,Hot,Unknown,Medium,High,4.86718e+25,17730.016,10333450.30127284,Low,Medium,Unknown,Unknown,0.999990660799215,1.3566827820667626,Extremely High,Lava World
Kepler-1669 c,1773.0,16.473,2021,4.27,5.972e+24,1.901,6371.0,0.0228,0.0043805614,0.0,Transit,8.11727,0.3755844,<0.5,No,Hot,Unknown,Medium,High,2.550044e+25,12111.271,11602576.284672048,Low,Medium,Unknown,Medium,0.9999975486263276,1.3566896698938753,Extremely High,Lava World
Kepler-166 b,1969.0,14.857,2014,5.77,5.972e+24,0.203,71492.0,0.072,0.021081451,0.0,Transit,1.17131,1.0697039999999998,<0.5,No,Hot,Unknown,Medium,High,3.445844e+25,14512.876,10918798.34663292,Low,Low,Unknown,Unknown,0.99999099386629,1.319735838166441,Somewhat High,Rocky
Kepler-166 c,1969.0,14.857,2014,6.26,5.972e+24,0.212,71492.0,0.195,0.09390828,0.0,Transit,1.32712,2.897115,<0.5,No,Hot,Unknown,Medium,Low,3.738472e+25,15156.304,10861597.85779106,Low,Low,Unknown,Unknown,0.9999746069661964,1.3197194512663473,Somewhat High,Rocky
Kepler-166 d,1969.0,14.857,2016,3.64,5.972e+24,1.73,6371.0,0.0246,0.0043805614,0.0,Transit,6.2972,0.3654822,<0.5,No,Hot,Unknown,Medium,High,2.1738080000000003e+25,11021.83,11942629.756908046,Low,Medium,Unknown,Medium,0.9999973088180334,1.3197421531181843,Somewhat High,Rocky
Kepler-1670 b,6739.0,15.743,2020,11.2,5.972e+24,0.299,71492.0,0.1528,0.056125943,0.0,Transit,3.3488,2.4055304,<0.5,No,Hot,Unknown,Medium,Low,6.68864e+25,21376.108,9769374.405633774,Low,Medium,Unknown,Unknown,0.9999802291384235,1.339982058211541,High,Radiation World
Kepler-1671 b,1165.0,13.439,2020,2.32,5.972e+24,1.326,6371.0,0.0491,0.011498973,0.0,Transit,3.07632,0.6598549,<0.5,No,Hot,Unknown,Medium,Medium,1.385504e+25,8447.946,12956620.187122513,Low,Medium,Unknown,Medium,0.9999940447606978,1.2873185680585166,Moderately Low,Radiation World
Kepler-1672 b,1276.0,12.548,2020,9.11,5.972e+24,0.265,71492.0,0.5726,0.41314167,0.0,Transit,2.41415,7.1849848,0.5-1,No,Hot,Unknown,Medium,Low,5.440492e+25,18945.38,10116207.691703672,Low,Medium,Unknown,Unknown,0.9999243005151774,1.266877521970205,Somewhat Low,Methane World
Kepler-1673 b,2372.0,13.783,2020,8.93,5.972e+24,0.262,71492.0,0.2127,0.092539355,0.0,Transit,2.33966,2.9316441,<0.5,No,Hot,Unknown,Medium,Low,5.332996e+25,18730.904,10144718.11896982,Low,Medium,Unknown,Unknown,0.999972248851305,1.295161786553075,Moderate,Rocky
Kepler-1674 b,3303.0,15.697,2020,10.4,5.972e+24,0.286,71492.0,0.3017,0.17138946,0.0,Transit,2.9744,4.7357849000000005,<0.5,No,Hot,Unknown,Medium,Low,6.210880000000001e+25,20446.712,9914992.294501694,Low,Medium,Unknown,Unknown,0.9999603916634324,1.3389105036941606,High,Rocky
Kepler-1675 b,2124.0,13.672,2020,9.93,5.972e+24,0.279,71492.0,0.3076,0.1724846,0.0,Transit,2.77047,4.2055072,<0.5,No,Hot,Unknown,Medium,Low,5.930196e+25,19946.268,9947912.34638327,Low,Medium,Unknown,Unknown,0.9999596056251352,1.2926113043767928,Moderate,Maelstrom World
Kepler-1676 b,1371.0,13.485,2020,11.3,5.972e+24,0.301,71492.0,0.1954,0.081861734,0.0,Transit,3.4013,2.634969,<0.5,No,Hot,Unknown,Medium,Low,6.748360000000001e+25,21519.092,9726051.397641202,Low,Medium,Unknown,Unknown,0.9999745536754644,1.2883507940156722,Moderately Low,Rocky
Kepler-1677 b,2399.0,13.806,2020,7.76,5.972e+24,0.241,71492.0,0.1624,0.060506504,0.0,Transit,1.87016,2.2420944,<0.5,No,Hot,Unknown,Medium,Low,4.634272e+25,17229.572,10418825.015322482,Low,Low,Unknown,Unknown,0.9999789501608554,1.2956943463838193,Moderate,Rocky
Kepler-1678 b,2764.0,15.02,2020,10.9,5.972e+24,0.295,71492.0,0.5302,0.4052019,0.0,Transit,3.2155,7.963604,0.5-1,No,Hot,Unknown,Medium,Low,6.5094800000000005e+25,21090.14,9767278.562702538,Low,Medium,Unknown,Unknown,0.9999299493327708,1.323401530109212,Somewhat High,Nomad Planet
Kepler-1679 b,2966.0,15.327,2020,4.93,5.972e+24,2.069,6371.0,0.0892,0.026830938,0.0,Transit,10.20017,1.3671684,<0.5,No,Hot,Unknown,Medium,High,2.944196e+25,13181.599,11308805.35535216,Low,Low,Unknown,Unknown,0.9999887023648136,1.3304793512285018,High,Rocky
Kepler-167 b,1115.0,14.284,2014,3.6,5.972e+24,1.718,6371.0,0.04825,0.012046544,0.0,Transit,6.1848,0.689203,<0.5,No,Hot,Unknown,Medium,High,2.14992e+25,10945.378,11976970.310299847,Low,Medium,Unknown,Medium,0.9999941580035032,1.3066382661017244,Moderately High,Jungle World
Kepler-167 c,1115.0,14.284,2014,3.44,5.972e+24,1.674,6371.0,0.0684,0.020260096,0.0,Transit,5.758559999999999,0.9770256,<0.5,No,Hot,Unknown,Medium,High,2.054368e+25,10665.054,12054198.156386772,Low,Medium,Unknown,Medium,0.999991473482878,1.3066355815810993,Moderately High,Rocky
Kepler-167 d,1115.0,14.284,2016,2.06,5.972e+24,1.238,6371.0,0.1404,0.059685145,0.0,Transit,2.55028,2.0054736,<0.5,No,Hot,Unknown,Medium,Low,1.230232e+25,7887.298,13198261.29720984,Low,Medium,Unknown,Medium,0.999981881151116,1.3066259892493373,Moderately High,Radiation World
Kepler-167 e,1115.0,14.284,2016,1.01,1.898e+27,0.906,71492.0,1.883,2.9,0.29,Transit,0.91506,26.896772,1-2,No,Cold,Low,Low,Low,1.91698e+27,64771.752,30495270.882795967,Low,High,Unknown,Medium,0.9997497200771074,1.306393828175329,Moderately High,Storm World
Kepler-1680 b,1012.0,13.85,2020,2.42,5.972e+24,1.36,6371.0,0.0784,0.024093088,0.0,Transit,3.2912000000000003,1.08584,<0.5,No,Hot,Unknown,Medium,High,1.445224e+25,8664.560000000001,12847787.36992572,Low,Medium,Unknown,Medium,0.999990141214578,1.2967115276520007,Moderate,Rocky
Kepler-1681 b,2474.0,14.646,2020,7.05,5.972e+24,0.228,71492.0,0.32,0.19137578,0.0,Transit,1.6074,4.68672,<0.5,No,Hot,Unknown,Medium,Low,4.21026e+25,16300.176,10575734.293121023,Low,Low,Unknown,Unknown,0.9999579536124428,1.3148786175659843,Moderately High,Rocky
Kepler-1682 b,3783.0,15.907,2020,8.7,5.972e+24,0.258,71492.0,0.1134,0.04052019,0.0,Transit,2.2446,1.8038538,<0.5,No,Hot,Unknown,Medium,Low,5.19564e+25,18444.936,10192270.675551731,Low,Medium,Unknown,Unknown,0.9999854782755268,1.3437369072388996,Extremely High,Lava World
Kepler-1683 b,2392.0,14.962,2020,4.17,5.972e+24,1.875,6371.0,0.1182,0.04106776,0.0,Transit,7.81875,1.7685084,<0.5,No,Hot,Unknown,Medium,Low,2.4903240000000003e+25,11945.625,11647274.261857435,Low,Medium,Unknown,Medium,0.9999848387867428,1.3221303415532155,Somewhat High,Rocky
Kepler-1684 b,2029.0,15.951,2020,8.6,5.972e+24,0.256,71492.0,0.2253,0.13059549,0.0,Transit,2.2016,3.5937603,<0.5,No,Hot,Unknown,Medium,Low,5.13592e+25,18301.952,10233156.796383666,Low,Medium,Unknown,Unknown,0.9999705701932464,1.3447279893710782,Extremely High,Lava World
Kepler-1685 b,3725.0,16.096,2020,7.16,5.972e+24,0.23,71492.0,0.1485,0.056125943,0.0,Transit,1.6468,2.390256,<0.5,No,Hot,Unknown,Medium,Low,4.275952e+25,16443.16,10554762.326600976,Low,Low,Unknown,Unknown,0.9999808020137928,1.3480534162165456,Extremely High,Lava World
Kepler-1686 b,2381.0,13.661,2020,2.62,5.972e+24,1.426,6371.0,0.0866,0.025462013,0.0,Transit,3.73612,1.1830425999999998,<0.5,No,Hot,Unknown,Medium,High,1.564664e+25,9085.046,12651820.78666176,Low,Medium,Unknown,Medium,0.9999890487545716,1.2923892499526146,Moderate,Rocky
Kepler-1687 b,1360.0,15.928,2020,3.38,5.972e+24,1.656,6371.0,0.0532,0.015879534,0.0,Transit,5.59728,0.8473696000000001,<0.5,No,Hot,Unknown,Medium,High,2.018536e+25,10550.376,12102827.031741532,Low,Medium,Unknown,Medium,0.9999934985306946,1.344225059187332,Extremely High,Lava World
Kepler-1688 b,1851.0,14.142,2020,2.13,5.972e+24,1.262,6371.0,0.0577,0.015331964,0.0,Transit,2.68806,0.8159934,<0.5,No,Hot,Unknown,Medium,High,1.272036e+25,8040.202,13132629.281809362,Low,Medium,Unknown,Medium,0.9999928990099596,1.3033904023251544,Moderate,Rocky
Kepler-1689 b,959.0,12.227,2020,0.799,5.972e+24,0.947,6371.0,0.0798,0.023271732,0.0,Transit,0.756653,0.9757146,<0.5,No,Hot,Unknown,Unknown,Medium,4.771628000000001e+24,6033.337,8748580.906547494,Low,Low,Unknown,Unknown,0.9999899546970158,1.259604020269287,Somewhat Low,Rocky
Kepler-168 b,4383.0,14.842,2014,2.73,5.972e+24,1.46,6371.0,0.056,0.012046544,0.0,Transit,3.9858,0.831152,<0.5,No,Hot,Unknown,Medium,High,1.630356e+25,9301.66,12576150.520542117,Low,Medium,Unknown,Medium,0.9999931254955704,1.3193950185862469,Moderately High,Canyon World
Kepler-168 c,4383.0,14.842,2014,7.7,5.972e+24,0.24,71492.0,0.116,0.03613963,0.0,Transit,1.848,1.721672,<0.5,No,Hot,Unknown,Medium,Low,4.598440000000001e+25,17158.079999999998,10424598.799499476,Low,Low,Unknown,Unknown,0.9999851318857688,1.319387024976445,Moderately High,Rocky
Kepler-1690 b,2296.0,14.882,2020,8.3,5.972e+24,0.251,71492.0,0.7097,0.64229983,0.0,Transit,2.0833000000000004,10.5617554,0.5-1,No,Hot,Unknown,Medium,Low,4.956760000000001e+25,17944.492,10273578.823969832,Low,Medium,Unknown,Unknown,0.9999060351167806,1.3202224647660556,Somewhat High,Tidally Locked World
Kepler-1691 b,4135.0,14.893,2020,4.02,5.972e+24,1.835,6371.0,0.0495,0.010403832,0.0,Transit,7.376699999999999,0.7372035000000001,<0.5,No,Hot,Unknown,Medium,High,2.400744e+25,11690.785,11723160.398227071,Low,Medium,Unknown,Medium,0.9999939914699656,1.3205619186728557,Somewhat High,Plateau World
Kepler-1692 b,1928.0,14.674,2020,1.42,5.972e+24,1.112,6371.0,0.0646,0.016427105,0.0,Transit,1.57904,0.9479404,<0.5,No,Hot,Unknown,Unknown,High,8.48024e+24,7084.552000000001,11276376.325143836,Low,Low,Unknown,Unknown,0.9999919797448322,1.315552819289393,Moderately High,Methane World
Kepler-1693 b,2479.0,14.857,2020,2.21,5.972e+24,1.289,6371.0,0.1011,0.033127997,0.0,Transit,2.84869,1.5020426999999998,<0.5,No,Hot,Unknown,Medium,High,1.319812e+25,8212.219,13061024.081262454,Low,Medium,Unknown,Medium,0.9999871169655362,1.319731961265687,Somewhat High,Rocky
Kepler-1693 c,2479.0,14.857,2021,0.894,5.972e+24,0.977,6371.0,0.0588,0.014784395,0.0,Transit,0.873438,0.8735915999999999,<0.5,No,Hot,Unknown,Unknown,High,5.338968e+24,6224.467,9196851.680082498,Low,Low,Unknown,Unknown,0.9999927524604464,1.319737596760597,Somewhat High,Methane World
Kepler-1694 b,1674.0,14.901,2020,1.76,5.972e+24,1.18,6371.0,0.0449,0.010677618,0.0,Transit,2.0768,0.6690549,<0.5,No,Hot,Unknown,Medium,High,1.051072e+25,7517.78,12411933.623783456,Low,Medium,Unknown,Medium,0.9999946043133838,1.3207454388279936,Somewhat High,Tidally Locked World
Kepler-1695 b,2581.0,14.762,2020,1.46,5.972e+24,1.119,6371.0,0.0529,0.012867898,0.0,Transit,1.63374,0.7809098000000001,<0.5,No,Hot,Unknown,Unknown,High,8.71912e+24,7129.149,11449419.657624938,Low,Medium,Unknown,Medium,0.9999935384987436,1.317566358472222,Moderately High,Rocky
Kepler-1696 b,4914.0,15.505,2020,8.29,5.972e+24,0.251,71492.0,0.3244,0.18042438,0.0,Transit,2.08079,5.029822,<0.5,No,Hot,Unknown,Medium,Low,4.950788e+25,17944.492,10261201.018157816,Low,Medium,Unknown,Unknown,0.9999573674143908,1.3345177039638445,High,Jungle World
Kepler-1697 b,808.0,13.556,2020,2.12,5.972e+24,1.26,6371.0,0.2008,0.091718,0.0,Transit,2.6712,2.7220448,<0.5,No,Hot,Unknown,Medium,Low,1.2660640000000002e+25,8027.46,13112501.832684452,Low,Medium,Unknown,Medium,0.9999738342505824,1.289973376982303,Moderately Low,Storm World
Kepler-1698 b,725.0,13.054,2020,1.25,5.972e+24,1.073,6371.0,0.0203,0.003285421,0.0,Transit,1.34125,0.2649961999999999,<0.5,No,Hot,Unknown,Unknown,Medium,7.465000000000001e+24,6836.083,10661083.87873488,Low,Low,Unknown,Unknown,0.9999978816934024,1.278519990614707,Moderately Low,Titanium World
Kepler-1699 b,2671.0,14.836,2020,3.08,5.972e+24,1.567,6371.0,0.0418,0.009582478,0.0,Transit,4.82636,0.6201447999999999,<0.5,No,Hot,Unknown,Medium,High,1.839376e+25,9983.357,12316959.538842632,Low,Medium,Unknown,Medium,0.9999950173165568,1.3192597299234434,Moderately High,Rocky
Kepler-169 b,1326.0,14.424,2014,1.51,5.972e+24,1.13,6371.0,0.04,0.009034907,0.0,Transit,1.7063,0.57696,<0.5,No,Hot,Unknown,Medium,High,9.01772e+24,7199.23,11612102.255111678,Low,Medium,Unknown,Medium,0.9999952571248508,1.3098402431781684,Moderately High,Rocky
Kepler-169 c,1326.0,14.424,2014,1.92,5.972e+24,1.21,6371.0,0.062,0.016974675,0.0,Transit,2.3232,0.894288,<0.5,No,Hot,Unknown,Medium,High,1.146624e+25,7708.91,12877195.20729912,Low,Medium,Unknown,Medium,0.9999923261345904,1.309837312187908,Moderately High,Rocky
Kepler-169 d,1326.0,14.424,2014,2.1,5.972e+24,1.25,6371.0,0.075,0.022724163,0.0,Transit,2.625,1.0818,<0.5,No,Hot,Unknown,Medium,High,1.25412e+25,7963.75,13197451.052104648,Low,Medium,Unknown,Medium,0.9999905941858,1.3098355802391173,Moderately High,Magnetic World
Kepler-169 e,1326.0,14.424,2014,5.48,5.972e+24,2.2,6371.0,0.105,0.03778234,0.0,Transit,12.056000000000004,1.51452,<0.5,No,Hot,Unknown,Medium,Low,3.272656000000001e+25,14016.2,11117982.549551953,Low,Low,Unknown,Unknown,0.9999865973808992,1.3098315834342165,Moderately High,Canyon World
Kepler-169 f,1326.0,14.424,2014,7.18,5.972e+24,0.23,71492.0,0.359,0.2384668,0.0,Transit,1.6514,5.178216,<0.5,No,Hot,Unknown,Medium,Low,4.287896e+25,16443.16,10584244.902932264,Low,Low,Unknown,Unknown,0.9999527577660716,1.3097977438193893,Moderately High,Titanium World
Kepler-16 b,245.0,12.144,2011,0.333,1.898e+27,0.754,71492.0,0.7048,0.62642026,0.01,Transit,0.251082,8.5590912,0.5-1,No,Temperate,Low,Medium,Low,6.320340000000001e+26,53904.968,14516738.671734463,Low,High,Unknown,Medium,0.9999066879282476,1.257623090141426,Somewhat Low,Maelstrom World
Kepler-1700 b,2341.0,13.764,2020,8.76,5.972e+24,0.259,71492.0,0.7576,0.64120466,0.0,Transit,2.26884,10.4276064,0.5-1,Yes,Hot,Unknown,Medium,Low,5.231472e+25,18516.428,10183467.600530714,Low,Medium,Unknown,Unknown,0.999899653551622,1.2946547863880573,Moderate,Rocky
Kepler-1701 b,1905.0,14.722,2020,5.57,5.972e+24,2.222,6371.0,0.5608,0.46297058,0.0,Transit,12.37654,8.256097599999999,0.5-1,No,Hot,Unknown,Medium,Low,3.326404e+25,14156.362,11077911.139562745,Low,Low,Unknown,Unknown,0.9999258725917718,1.3165841560066514,Moderately High,Rocky
Kepler-1702 b,2796.0,16.231,2020,3.2,5.972e+24,1.602,6371.0,0.1275,0.05065024,0.0,Transit,5.1264,2.0694525,<0.5,No,Hot,Unknown,Medium,Low,1.91104e+25,10206.342,12243786.443993645,Low,Medium,Unknown,Medium,0.9999835997772234,1.3511427748652476,Extremely High,Lava World
Kepler-1704 b,2725.0,13.392,2013,4.16,1.898e+27,1.066,71492.0,2.027,2.7,0.92,Transit,4.43456,27.145584,>2,No,Cold,Low,Low,Low,7.89568e+27,76210.47200000001,90729065.61656833,Low,High,Unknown,Medium,0.9997305354135833,1.2859804782550484,Moderately Low,Iron World
Kepler-1705 b,5328.0,15.8,2014,4.47,5.972e+24,2.03,6371.0,0.08,0.024640657,0.03,Transit,9.074099999999998,1.264,<0.5,No,Hot,Unknown,Medium,High,2.669484e+25,12933.13,10651388.81959944,Low,Low,Unknown,Unknown,0.9999899280516498,1.3412949717207705,Extremely High,Lava World
Kepler-1705 c,5328.0,15.8,2021,5.42,5.972e+24,2.05,6371.0,0.1028,0.030937715,0.03,Transit,11.111,0.0720863,<0.5,No,Unknown,Unknown,Medium,Unknown,3.236824e+25,13060.55,12664333.99592207,Unknown,Medium,Unknown,Medium,0.9999868904799252,1.29175026758669,Extremely Low,Volcanic World
Kepler-1708 b,5437.0,15.823,2021,4.6,1.898e+27,0.889,71492.0,1.64,2.0,0.4,Transit,4.0894,25.94972,1-2,No,Temperate,Low,Medium,Low,8.730799999999999e+27,63556.388,144251994.5412496,Unknown,High,Unknown,Medium,0.9997820941968044,1.3416129963871195,Extremely High,Lava World
Kepler-1709 b,894.0,11.642,2021,9.93,5.972e+24,0.279,71492.0,0.3192,0.17987679,0.0,Transit,2.77047,3.7161264,<0.5,No,Hot,Unknown,Medium,Low,5.930196e+25,19946.268,9947912.34638327,Low,Medium,Unknown,Unknown,0.9999580601939068,1.2461970285966688,Low,Radiation World
Kepler-170 b,2409.0,14.344,2014,0.26,1.898e+27,0.285,71492.0,0.08,0.02162902,0.0,Transit,0.0741,1.14752,<0.5,No,Temperate,Low,Medium,High,4.9348e+26,20375.22,79332500.83701229,Low,High,Unknown,Medium,0.9999899280516498,1.3080058409877693,Moderately High,Radiation World
Kepler-170 c,2409.0,14.344,2014,8.55,5.972e+24,0.255,71492.0,0.131,0.045722112,0.0,Transit,2.18025,1.879064,<0.5,No,Hot,Unknown,Medium,Low,5.106060000000001e+25,18230.46,10253611.581514608,Low,Medium,Unknown,Unknown,0.9999831334833184,1.307999046419438,Moderately High,Jungle World
Kepler-1710 b,996.0,12.695,2021,10.3,5.972e+24,0.285,71492.0,0.1159,0.040793974,0.0,Transit,2.9355,1.4713505,<0.5,No,Hot,Unknown,Medium,Low,6.15116e+25,20375.22,9888686.590106923,Low,Medium,Unknown,Unknown,0.9999851452084516,1.2702992885163304,Somewhat Low,Rocky
Kepler-1711 b,1925.0,13.298,2021,4.36,5.972e+24,1.923,6371.0,0.1463,0.057768654,0.0,Transit,8.38428,1.9454974000000005,<0.5,No,Hot,Unknown,Medium,Low,2.6037920000000004e+25,12251.433,11577604.562737027,Low,Medium,Unknown,Medium,0.9999810951128189,1.2840818770415765,Moderately Low,Methane World
Kepler-1712 b,510.0,14.946,2021,5.83,5.972e+24,0.204,71492.0,0.0903,0.03778234,0.0,Transit,1.18932,1.3496238,<0.5,No,Hot,Unknown,Medium,High,3.481676e+25,14584.368,10924443.625773055,Low,Low,Unknown,Unknown,0.9999885558153006,1.321768243958334,Somewhat High,Nomad Planet
Kepler-1713 b,963.0,11.065,2021,3.59,5.972e+24,1.717,6371.0,0.1469,0.049281314,0.0,Transit,6.16403,1.6254485,<0.5,No,Hot,Unknown,Medium,Low,2.143948e+25,10939.007,11957617.289643995,Low,Medium,Unknown,Medium,0.9999810151767208,1.2330277937216931,Low,Jungle World
Kepler-1714 b,1336.0,11.041,2021,10.7,5.972e+24,0.291,71492.0,0.1047,0.028199865,0.0,Transit,3.1137,1.1559927,<0.5,No,Hot,Unknown,Medium,Low,6.39004e+25,20804.172,9853463.398400316,Low,Medium,Unknown,Unknown,0.999986637348948,1.232484693958761,Low,Mirror World
Kepler-1715 b,1705.0,12.881,2021,16.0,5.972e+24,0.369,71492.0,0.2178,0.09746748,0.0,Transit,5.904,2.8054818,<0.5,No,Hot,Unknown,Medium,Low,9.5552e+25,26380.548,9163436.15528744,Low,Medium,Unknown,Unknown,0.9999715693944718,1.2745383076998356,Moderately Low,Plateau World
Kepler-1716 b,638.0,13.129,2021,6.46,5.972e+24,0.216,71492.0,0.1916,0.09746748,0.0,Transit,1.39536,2.5155164,<0.5,No,Hot,Unknown,Medium,Low,3.857912e+25,15442.272,10797323.752568,Low,Low,Unknown,Unknown,0.9999750599374184,1.2802119249060957,Moderately Low,Plateau World
Kepler-1717 b,3291.0,13.323,2021,9.21,5.972e+24,0.267,71492.0,0.2014,0.08405202,0.0,Transit,2.4590700000000005,2.6832522,<0.5,No,Hot,Unknown,Medium,Low,5.500212000000001e+25,19088.364,10074609.358940594,Low,Medium,Unknown,Unknown,0.9999737543144844,1.2846461215923664,Moderately Low,Plateau World
